Materia;Curso;Nombre;Docentes;Dia;Inicio;Fin;Clase;Vacantes;Aula;Sede
6103;2A;ANALISIS MATEMATICO II A;ACERO, FERNANDO RODOLFO - GARCIA, ADRIANA EVA - PETROVICH, JOSE LUIS ALEJANDRO;Ju;9:00;11:00;PO;28;302;PC
6103;2A;ANALISIS MATEMATICO II A;ACERO, FERNANDO RODOLFO - GARCIA, ADRIANA EVA - PETROVICH, JOSE LUIS ALEJANDRO;Ma;9:00;11:00;PO;28;302;PC
6103;2A;ANALISIS MATEMATICO II A;ACERO, FERNANDO RODOLFO - GARCIA, ADRIANA EVA - PETROVICH, JOSE LUIS ALEJANDRO;Ju;7:00;9:00;TO;28;403;PC
6103;2A;ANALISIS MATEMATICO II A;ACERO, FERNANDO RODOLFO - GARCIA, ADRIANA EVA - PETROVICH, JOSE LUIS ALEJANDRO;Ma;7:00;9:00;TO;28;403;PC
6103;2B;ANALISIS MATEMATICO II A;ACERO, FERNANDO RODOLFO - LOPEZ, CLAUDIA ANDREA - A DESIGNAR, A DESIGNAR;Ju;7:00;9:00;TO;28;403;PC
6103;2B;ANALISIS MATEMATICO II A;ACERO, FERNANDO RODOLFO - LOPEZ, CLAUDIA ANDREA - A DESIGNAR, A DESIGNAR;Ju;9:00;11:00;PO;28;418;PC
6103;2B;ANALISIS MATEMATICO II A;ACERO, FERNANDO RODOLFO - LOPEZ, CLAUDIA ANDREA - A DESIGNAR, A DESIGNAR;Ma;9:00;11:00;PO;28;418;PC
6103;2B;ANALISIS MATEMATICO II A;ACERO, FERNANDO RODOLFO - LOPEZ, CLAUDIA ANDREA - A DESIGNAR, A DESIGNAR;Ma;7:00;9:00;TO;28;403;PC
6103;4A;ANALISIS MATEMATICO II A;ZITTO, MIGUEL EDUARDO - GOMEZ CIAPPONI, LAUTARO - A DESIGNAR, A DESIGNAR;Ma;11:00;13:00;TO;28;400;PC
6103;4A;ANALISIS MATEMATICO II A;ZITTO, MIGUEL EDUARDO - GOMEZ CIAPPONI, LAUTARO - A DESIGNAR, A DESIGNAR;Ma;9:00;11:00;PO;28;400;PC
6103;4A;ANALISIS MATEMATICO II A;ZITTO, MIGUEL EDUARDO - GOMEZ CIAPPONI, LAUTARO - A DESIGNAR, A DESIGNAR;Vi;11:00;13:00;TO;28;400;PC
6103;4A;ANALISIS MATEMATICO II A;ZITTO, MIGUEL EDUARDO - GOMEZ CIAPPONI, LAUTARO - A DESIGNAR, A DESIGNAR;Vi;9:00;11:00;PO;28;400;PC
6103;4B;ANALISIS MATEMATICO II A;ZITTO, MIGUEL EDUARDO - ROSITO, CLAUS MARTIN - A DESIGNAR, A DESIGNAR;Ma;9:00;11:00;PO;28;506;PC
6103;4B;ANALISIS MATEMATICO II A;ZITTO, MIGUEL EDUARDO - ROSITO, CLAUS MARTIN - A DESIGNAR, A DESIGNAR;Ma;11:00;13:00;TO;28;400;PC
6103;4B;ANALISIS MATEMATICO II A;ZITTO, MIGUEL EDUARDO - ROSITO, CLAUS MARTIN - A DESIGNAR, A DESIGNAR;Vi;11:00;13:00;TO;28;400;PC
6103;4B;ANALISIS MATEMATICO II A;ZITTO, MIGUEL EDUARDO - ROSITO, CLAUS MARTIN - A DESIGNAR, A DESIGNAR;Vi;9:00;11:00;PO;28;506;PC
6103;5A;ANALISIS MATEMATICO II A;MAULHARDT, MARTIN ENRIQUE - PUEBLA, MANUEL LEANDRO - RAMIREZ OYHANARTE, JULIO MAXIMILIANO;Ma;11:00;13:00;PO;28;403;PC
6103;5A;ANALISIS MATEMATICO II A;MAULHARDT, MARTIN ENRIQUE - PUEBLA, MANUEL LEANDRO - RAMIREZ OYHANARTE, JULIO MAXIMILIANO;Ma;9:00;11:00;TO;28;403;PC
6103;5A;ANALISIS MATEMATICO II A;MAULHARDT, MARTIN ENRIQUE - PUEBLA, MANUEL LEANDRO - RAMIREZ OYHANARTE, JULIO MAXIMILIANO;Vi;11:00;13:00;PO;28;403;PC
6103;5A;ANALISIS MATEMATICO II A;MAULHARDT, MARTIN ENRIQUE - PUEBLA, MANUEL LEANDRO - RAMIREZ OYHANARTE, JULIO MAXIMILIANO;Vi;9:00;11:00;TO;28;403;PC
6103;5B;ANALISIS MATEMATICO II A;MAULHARDT, MARTIN ENRIQUE - A DESIGNAR, A DESIGNAR - MONZON, NELSON;Vi;11:00;13:00;PO;28;411;PC
6103;5B;ANALISIS MATEMATICO II A;MAULHARDT, MARTIN ENRIQUE - A DESIGNAR, A DESIGNAR - MONZON, NELSON;Ma;11:00;13:00;PO;28;411;PC
6103;5B;ANALISIS MATEMATICO II A;MAULHARDT, MARTIN ENRIQUE - A DESIGNAR, A DESIGNAR - MONZON, NELSON;Vi;9:00;11:00;TO;28;403;PC
6103;5B;ANALISIS MATEMATICO II A;MAULHARDT, MARTIN ENRIQUE - A DESIGNAR, A DESIGNAR - MONZON, NELSON;Ma;9:00;11:00;TO;28;403;PC
6103;6A;ANALISIS MATEMATICO II A;SOLA, MARCOS OSCAR - CHORNY, FERNANDO - CANEPA, VICTOR MANUEL;Mi;15:00;17:00;TO;27;500;PC
6103;6A;ANALISIS MATEMATICO II A;SOLA, MARCOS OSCAR - CHORNY, FERNANDO - CANEPA, VICTOR MANUEL;Lu;15:00;17:00;TO;27;500;PC
6103;6A;ANALISIS MATEMATICO II A;SOLA, MARCOS OSCAR - CHORNY, FERNANDO - CANEPA, VICTOR MANUEL;Mi;13:00;15:00;PO;27;319;PC
6103;6A;ANALISIS MATEMATICO II A;SOLA, MARCOS OSCAR - CHORNY, FERNANDO - CANEPA, VICTOR MANUEL;Lu;13:00;15:00;PO;27;319;PC
6103;6B;ANALISIS MATEMATICO II A;CHORNY, FERNANDO - BERGAMINI, MARIA LORENA - LIBERCZUK, SERGIO JAVIER - OLIVA, CARLA MARIANA;Mi;15:00;17:00;TO;40;500;PC
6103;6B;ANALISIS MATEMATICO II A;CHORNY, FERNANDO - BERGAMINI, MARIA LORENA - LIBERCZUK, SERGIO JAVIER - OLIVA, CARLA MARIANA;Mi;13:00;15:00;PO;40;500;PC
6103;6B;ANALISIS MATEMATICO II A;CHORNY, FERNANDO - BERGAMINI, MARIA LORENA - LIBERCZUK, SERGIO JAVIER - OLIVA, CARLA MARIANA;Lu;15:00;17:00;TO;40;500;PC
6103;6B;ANALISIS MATEMATICO II A;CHORNY, FERNANDO - BERGAMINI, MARIA LORENA - LIBERCZUK, SERGIO JAVIER - OLIVA, CARLA MARIANA;Lu;13:00;15:00;PO;40;500;PC
6103;8;ANALISIS MATEMATICO II A;A DESIGNAR, A DESIGNAR - SOSA, MARINA;Mi;9:00;11:00;PO;35;313;PC
6103;8;ANALISIS MATEMATICO II A;A DESIGNAR, A DESIGNAR - SOSA, MARINA;Lu;11:00;13:00;TO;35;313;PC
6103;8;ANALISIS MATEMATICO II A;A DESIGNAR, A DESIGNAR - SOSA, MARINA;Mi;11:00;13:00;TO;35;313;PC
6103;8;ANALISIS MATEMATICO II A;A DESIGNAR, A DESIGNAR - SOSA, MARINA;Lu;9:00;11:00;PO;35;313;PC
6103;10;ANALISIS MATEMATICO II A;VARDANEGA, PEDRO EMILIO - GONZALEZ, DANIEL ALEJANDRO - PORTOCARRERO MIRANDA, MICHAEL;Ju;19:00;21:00;TO;35;510;PC
6103;10;ANALISIS MATEMATICO II A;VARDANEGA, PEDRO EMILIO - GONZALEZ, DANIEL ALEJANDRO - PORTOCARRERO MIRANDA, MICHAEL;Ju;21:00;23:00;PO;35;510;PC
6103;10;ANALISIS MATEMATICO II A;VARDANEGA, PEDRO EMILIO - GONZALEZ, DANIEL ALEJANDRO - PORTOCARRERO MIRANDA, MICHAEL;Sa;11:00;13:00;TO;35;510;PC
6103;10;ANALISIS MATEMATICO II A;VARDANEGA, PEDRO EMILIO - GONZALEZ, DANIEL ALEJANDRO - PORTOCARRERO MIRANDA, MICHAEL;Sa;9:00;11:00;PO;35;510;PC
6103;11A;ANALISIS MATEMATICO II A;SIRNE, RICARDO OSCAR - MARTINS, MARCELA - PIÑERA, EDUARDO ERNESTO - A DESIGNAR, A DESIGNAR;Ju;16:00;18:00;TO;40;500;PC
6103;11A;ANALISIS MATEMATICO II A;SIRNE, RICARDO OSCAR - MARTINS, MARCELA - PIÑERA, EDUARDO ERNESTO - A DESIGNAR, A DESIGNAR;Ma;14:00;16:00;PO;40;302;PC
6103;11A;ANALISIS MATEMATICO II A;SIRNE, RICARDO OSCAR - MARTINS, MARCELA - PIÑERA, EDUARDO ERNESTO - A DESIGNAR, A DESIGNAR;Ju;14:00;16:00;PO;40;302;PC
6103;11A;ANALISIS MATEMATICO II A;SIRNE, RICARDO OSCAR - MARTINS, MARCELA - PIÑERA, EDUARDO ERNESTO - A DESIGNAR, A DESIGNAR;Ma;16:00;18:00;TO;40;500;PC
6103;11B;ANALISIS MATEMATICO II A;SIRNE, RICARDO OSCAR - LOPEZ, CLAUDIA ANDREA - DE ROSSI, FERNANDO DANIEL;Ju;14:00;16:00;PO;27;313;PC
6103;11B;ANALISIS MATEMATICO II A;SIRNE, RICARDO OSCAR - LOPEZ, CLAUDIA ANDREA - DE ROSSI, FERNANDO DANIEL;Ma;14:00;16:00;PO;27;310;PC
6103;11B;ANALISIS MATEMATICO II A;SIRNE, RICARDO OSCAR - LOPEZ, CLAUDIA ANDREA - DE ROSSI, FERNANDO DANIEL;Ju;16:00;18:00;TO;27;500;PC
6103;11B;ANALISIS MATEMATICO II A;SIRNE, RICARDO OSCAR - LOPEZ, CLAUDIA ANDREA - DE ROSSI, FERNANDO DANIEL;Ma;16:00;18:00;TO;27;500;PC
6103;12A;ANALISIS MATEMATICO II A;SIRNE, RICARDO OSCAR - JUAREZ, ANDRÉS ALBERTO - A DESIGNAR, A DESIGNAR;Ma;14:00;16:00;TO;28;500;PC
6103;12A;ANALISIS MATEMATICO II A;SIRNE, RICARDO OSCAR - JUAREZ, ANDRÉS ALBERTO - A DESIGNAR, A DESIGNAR;Ju;14:00;16:00;TO;28;500;PC
6103;12A;ANALISIS MATEMATICO II A;SIRNE, RICARDO OSCAR - JUAREZ, ANDRÉS ALBERTO - A DESIGNAR, A DESIGNAR;Ma;16:00;18:00;PO;28;310;PC
6103;12A;ANALISIS MATEMATICO II A;SIRNE, RICARDO OSCAR - JUAREZ, ANDRÉS ALBERTO - A DESIGNAR, A DESIGNAR;Ju;16:00;18:00;PO;28;313;PC
6103;12B;ANALISIS MATEMATICO II A;SIRNE, RICARDO OSCAR - A DESIGNAR, A DESIGNAR - CRISTI, JUAN;Ma;14:00;16:00;TO;28;500;PC
6103;12B;ANALISIS MATEMATICO II A;SIRNE, RICARDO OSCAR - A DESIGNAR, A DESIGNAR - CRISTI, JUAN;Ma;16:00;18:00;PO;28;302;PC
6103;12B;ANALISIS MATEMATICO II A;SIRNE, RICARDO OSCAR - A DESIGNAR, A DESIGNAR - CRISTI, JUAN;Ju;16:00;18:00;PO;28;302;PC
6103;12B;ANALISIS MATEMATICO II A;SIRNE, RICARDO OSCAR - A DESIGNAR, A DESIGNAR - CRISTI, JUAN;Ju;14:00;16:00;TO;28;500;PC
6103;14A;ANALISIS MATEMATICO II A;COMAS, JORGE MIGUEL - A DESIGNAR, A DESIGNAR - OLIVA, CECILIA MARIEL;Vi;18:00;20:00;TO;28;400;PC
6103;14A;ANALISIS MATEMATICO II A;COMAS, JORGE MIGUEL - A DESIGNAR, A DESIGNAR - OLIVA, CECILIA MARIEL;Ma;18:00;20:00;TO;28;400;PC
6103;14A;ANALISIS MATEMATICO II A;COMAS, JORGE MIGUEL - A DESIGNAR, A DESIGNAR - OLIVA, CECILIA MARIEL;Ma;20:00;22:00;PO;28;400;PC
6103;14A;ANALISIS MATEMATICO II A;COMAS, JORGE MIGUEL - A DESIGNAR, A DESIGNAR - OLIVA, CECILIA MARIEL;Vi;20:00;22:00;PO;28;400;PC
6103;14B;ANALISIS MATEMATICO II A;COMAS, JORGE MIGUEL - A DESIGNAR, A DESIGNAR - CRISTI, JUAN;Vi;20:00;22:00;PO;28;416;PC
6103;14B;ANALISIS MATEMATICO II A;COMAS, JORGE MIGUEL - A DESIGNAR, A DESIGNAR - CRISTI, JUAN;Ma;18:00;20:00;TO;28;400;PC
6103;14B;ANALISIS MATEMATICO II A;COMAS, JORGE MIGUEL - A DESIGNAR, A DESIGNAR - CRISTI, JUAN;Vi;18:00;20:00;TO;28;400;PC
6103;14B;ANALISIS MATEMATICO II A;COMAS, JORGE MIGUEL - A DESIGNAR, A DESIGNAR - CRISTI, JUAN;Ma;20:00;22:00;PO;28;414;PC
6103;15;ANALISIS MATEMATICO II A;SASSANO, MIRYAM PATRICIA - DE ROSSI, FERNANDO DANIEL - A DESIGNAR, A DESIGNAR - GOMEZ CIAPPONI, LAUTARO;Ma;16:00;18:00;PO;45;313;PC
6103;15;ANALISIS MATEMATICO II A;SASSANO, MIRYAM PATRICIA - DE ROSSI, FERNANDO DANIEL - A DESIGNAR, A DESIGNAR - GOMEZ CIAPPONI, LAUTARO;Ma;14:00;16:00;TO;45;313;PC
6103;15;ANALISIS MATEMATICO II A;SASSANO, MIRYAM PATRICIA - DE ROSSI, FERNANDO DANIEL - A DESIGNAR, A DESIGNAR - GOMEZ CIAPPONI, LAUTARO;Ju;16:00;18:00;PO;45;310;PC
6103;15;ANALISIS MATEMATICO II A;SASSANO, MIRYAM PATRICIA - DE ROSSI, FERNANDO DANIEL - A DESIGNAR, A DESIGNAR - GOMEZ CIAPPONI, LAUTARO;Ju;14:00;16:00;TO;45;310;PC
6103;20A;ANALISIS MATEMATICO II A;SEMINARA, SILVIA ALEJANDRA - OLIVA, CECILIA MARIEL - A DESIGNAR, A DESIGNAR;Mi;17:00;19:00;PO;27;403;PC
6103;20A;ANALISIS MATEMATICO II A;SEMINARA, SILVIA ALEJANDRA - OLIVA, CECILIA MARIEL - A DESIGNAR, A DESIGNAR;Lu;19:00;21:00;TO;27;403;PC
6103;20A;ANALISIS MATEMATICO II A;SEMINARA, SILVIA ALEJANDRA - OLIVA, CECILIA MARIEL - A DESIGNAR, A DESIGNAR;Lu;17:00;19:00;PO;27;403;PC
6103;20A;ANALISIS MATEMATICO II A;SEMINARA, SILVIA ALEJANDRA - OLIVA, CECILIA MARIEL - A DESIGNAR, A DESIGNAR;Mi;19:00;21:00;TO;27;403;PC
6103;20B;ANALISIS MATEMATICO II A;ESTRIN, ANDRES ALEJANDRO - SEMINARA, SILVIA ALEJANDRA - A DESIGNAR, A DESIGNAR - LUCUY SUAREZ, FRED ALBERTO;Mi;17:00;19:00;PO;40;302;PC
6103;20B;ANALISIS MATEMATICO II A;ESTRIN, ANDRES ALEJANDRO - SEMINARA, SILVIA ALEJANDRA - A DESIGNAR, A DESIGNAR - LUCUY SUAREZ, FRED ALBERTO;Mi;19:00;21:00;TO;40;403;PC
6103;20B;ANALISIS MATEMATICO II A;ESTRIN, ANDRES ALEJANDRO - SEMINARA, SILVIA ALEJANDRA - A DESIGNAR, A DESIGNAR - LUCUY SUAREZ, FRED ALBERTO;Lu;17:00;19:00;PO;40;302;PC
6103;20B;ANALISIS MATEMATICO II A;ESTRIN, ANDRES ALEJANDRO - SEMINARA, SILVIA ALEJANDRA - A DESIGNAR, A DESIGNAR - LUCUY SUAREZ, FRED ALBERTO;Lu;19:00;21:00;TO;40;403;PC
6103;22;ANALISIS MATEMATICO II A;GARCÍA, RAFAEL ANTONIO - JUAREZ, ANDRÉS ALBERTO - AMOREO, ANIBAL;Ju;18:00;20:00;TO;35;504;PC
6103;22;ANALISIS MATEMATICO II A;GARCÍA, RAFAEL ANTONIO - JUAREZ, ANDRÉS ALBERTO - AMOREO, ANIBAL;Ma;18:00;20:00;TO;35;418;PC
6103;22;ANALISIS MATEMATICO II A;GARCÍA, RAFAEL ANTONIO - JUAREZ, ANDRÉS ALBERTO - AMOREO, ANIBAL;Ma;20:00;22:00;PO;35;418;PC
6103;22;ANALISIS MATEMATICO II A;GARCÍA, RAFAEL ANTONIO - JUAREZ, ANDRÉS ALBERTO - AMOREO, ANIBAL;Ju;20:00;22:00;PO;35;504;PC
6103;23;ANALISIS MATEMATICO II A;GRYNBERG, SEBASTIAN PABLO - A DESIGNAR, A DESIGNAR;Lu;7:00;9:00;TO;35;418;PC
6103;23;ANALISIS MATEMATICO II A;GRYNBERG, SEBASTIAN PABLO - A DESIGNAR, A DESIGNAR;Mi;7:00;9:00;TO;35;418;PC
6103;23;ANALISIS MATEMATICO II A;GRYNBERG, SEBASTIAN PABLO - A DESIGNAR, A DESIGNAR;Lu;9:00;11:00;PO;35;418;PC
6103;23;ANALISIS MATEMATICO II A;GRYNBERG, SEBASTIAN PABLO - A DESIGNAR, A DESIGNAR;Mi;9:00;11:00;PO;35;418;PC
6103;24;ANALISIS MATEMATICO II A;PALACIOS, PATRICIA ELIZABE - BERGAMINI, MARIA LORENA;Mi;9:00;11:00;PO;35;400;PC
6103;24;ANALISIS MATEMATICO II A;PALACIOS, PATRICIA ELIZABE - BERGAMINI, MARIA LORENA;Lu;11:00;13:00;TO;35;400;PC
6103;24;ANALISIS MATEMATICO II A;PALACIOS, PATRICIA ELIZABE - BERGAMINI, MARIA LORENA;Lu;9:00;11:00;PO;35;400;PC
6103;24;ANALISIS MATEMATICO II A;PALACIOS, PATRICIA ELIZABE - BERGAMINI, MARIA LORENA;Mi;11:00;13:00;TO;35;400;PC
6106;1;PROBABILIDAD Y ESTADISTICA A;LASANTA, TITO IGNACIO - GUTIERREZ, EDITH MABEL - ALVAREZ PONTE, LUCIA INES;Mi;8:00;12:00;TPO;28;310;PC
6106;3;PROBABILIDAD Y ESTADISTICA A;KORNBLIT, FERNANDO - RODRIGUEZ, PABLO ARIEL - COSATTO AMMANN, PEDRO CAMILO;Vi;16:00;20:00;TPO;28;418;PC
6106;4;PROBABILIDAD Y ESTADISTICA A;BALIÑA, GUILLERMO ALBERTO - GUTIERREZ, EDITH MABEL - QUINTEROS, SERGIO ANDRES;Ju;14:00;18:00;TPO;28;E9;PC
6106;7;PROBABILIDAD Y ESTADISTICA A;MENDIBURU, MARIANA - VILLAVERDE, FRANCISCO FERNANDO - A DESIGNAR, A DESIGNAR;Ma;18:00;22:00;TPO;28;510;PC
6106;8;PROBABILIDAD Y ESTADISTICA A;BALIÑA, GUILLERMO ALBERTO - GOGNI, VALERIA ANDREA - SOSA, MARINA;Ma;14:00;18:00;TPO;28;E9;PC
6106;12;PROBABILIDAD Y ESTADISTICA A;COMAS, JORGE MIGUEL - PEÑA, NELLY HAYDEE - BERTALOT, FEDERICO MATÍAS;Ma;14:00;16:00;TPO;8;203;PC
6106;12;PROBABILIDAD Y ESTADISTICA A;COMAS, JORGE MIGUEL - PEÑA, NELLY HAYDEE - BERTALOT, FEDERICO MATÍAS;Ju;14:00;18:00;TO;8;403;PC
6106;16;PROBABILIDAD Y ESTADISTICA A;PEÑA, NELLY HAYDEE - A DESIGNAR, A DESIGNAR - ALBERT, RAYMUNDO JOSE;Lu;19:00;21:00;TPO;8;A ASIGN;PC
6106;16;PROBABILIDAD Y ESTADISTICA A;PEÑA, NELLY HAYDEE - A DESIGNAR, A DESIGNAR - ALBERT, RAYMUNDO JOSE;Mi;18:00;22:00;TO;8;411;PC
6106;17;PROBABILIDAD Y ESTADISTICA A;PÉREZ, SILVIA NOEMÍ - COSATTO AMMANN, PEDRO CAMILO - A DESIGNAR, A DESIGNAR;Vi;9:00;11:00;TPO;8;302;PC
6106;17;PROBABILIDAD Y ESTADISTICA A;PÉREZ, SILVIA NOEMÍ - COSATTO AMMANN, PEDRO CAMILO - A DESIGNAR, A DESIGNAR;Mi;9:00;13:00;TPO;8;202;PC
6106;19;PROBABILIDAD Y ESTADISTICA A;A DESIGNAR, A DESIGNAR - GARCIA, JEMINA MARÍA - BOUZA, MAGDALENA;Ju;9:00;11:00;TO;8;510;PC
6106;19;PROBABILIDAD Y ESTADISTICA A;A DESIGNAR, A DESIGNAR - GARCIA, JEMINA MARÍA - BOUZA, MAGDALENA;Ma;9:00;13:00;TPO;8;510;PC
6107;1;MATEMATICA DISCRETA;ACERO, FERNANDO RODOLFO - HOLLISCH, GISELE - BOLIVAR, MARIA JULIA;Mi;8:00;11:00;PO;70;302;PC
6107;1;MATEMATICA DISCRETA;ACERO, FERNANDO RODOLFO - HOLLISCH, GISELE - BOLIVAR, MARIA JULIA;Lu;8:00;11:00;TO;70;414;PC
6107;2;MATEMATICA DISCRETA;CANGA, SANDRA CARMEN - GOGNI, VALERIA ANDREA - MIGUEL, AIDA CARMEN;Ma;18:00;21:00;TO;70;310;PC
6107;2;MATEMATICA DISCRETA;CANGA, SANDRA CARMEN - GOGNI, VALERIA ANDREA - MIGUEL, AIDA CARMEN;Lu;18:00;21:00;PO;70;310;PC
6107;3;MATEMATICA DISCRETA;ACERO, FERNANDO RODOLFO - MIGUEL, AIDA CARMEN - CANGA, SANDRA CARMEN;Ma;15:00;18:00;PO;70;507;PC
6107;3;MATEMATICA DISCRETA;ACERO, FERNANDO RODOLFO - MIGUEL, AIDA CARMEN - CANGA, SANDRA CARMEN;Lu;14:00;17:00;TO;70;416;PC
6108;1A;ALGEBRA II A;PALACIOS, PATRICIA ELIZABE - VARGAS, GABRIELA - ZALCMAN, ALEXIS LEÓN;Lu;9:00;11:00;TO;30;403;PC
6108;1A;ALGEBRA II A;PALACIOS, PATRICIA ELIZABE - VARGAS, GABRIELA - ZALCMAN, ALEXIS LEÓN;Mi;9:00;11:00;TO;30;403;PC
6108;1A;ALGEBRA II A;PALACIOS, PATRICIA ELIZABE - VARGAS, GABRIELA - ZALCMAN, ALEXIS LEÓN;Mi;11:00;13:00;PO;30;403;PC
6108;1A;ALGEBRA II A;PALACIOS, PATRICIA ELIZABE - VARGAS, GABRIELA - ZALCMAN, ALEXIS LEÓN;Lu;11:00;13:00;PO;30;403;PC
6108;1B;ALGEBRA II A;VARGAS, GABRIELA - SOSA, MARINA - A DESIGNAR, A DESIGNAR;Mi;9:00;11:00;TO;30;403;PC
6108;1B;ALGEBRA II A;VARGAS, GABRIELA - SOSA, MARINA - A DESIGNAR, A DESIGNAR;Mi;11:00;13:00;PO;30;414;PC
6108;1B;ALGEBRA II A;VARGAS, GABRIELA - SOSA, MARINA - A DESIGNAR, A DESIGNAR;Lu;9:00;11:00;TO;30;403;PC
6108;1B;ALGEBRA II A;VARGAS, GABRIELA - SOSA, MARINA - A DESIGNAR, A DESIGNAR;Lu;11:00;13:00;PO;30;414;PC
6108;2A;ALGEBRA II A;SARRIS, CLAUDIA MONICA - ROZENWASSER, LAURA - A DESIGNAR, A DESIGNAR;Ju;16:00;18:00;PO;30;400;PC
6108;2A;ALGEBRA II A;SARRIS, CLAUDIA MONICA - ROZENWASSER, LAURA - A DESIGNAR, A DESIGNAR;Ju;14:00;16:00;TO;30;400;PC
6108;2A;ALGEBRA II A;SARRIS, CLAUDIA MONICA - ROZENWASSER, LAURA - A DESIGNAR, A DESIGNAR;Ma;14:00;16:00;TO;30;400;PC
6108;2A;ALGEBRA II A;SARRIS, CLAUDIA MONICA - ROZENWASSER, LAURA - A DESIGNAR, A DESIGNAR;Ma;16:00;18:00;PO;30;400;PC
6108;2B;ALGEBRA II A;SARRIS, CLAUDIA MONICA - CHARO, GISELA DANIELA - HERRMANN, GUILLERMO WALTER;Ju;14:00;16:00;TO;30;400;PC
6108;2B;ALGEBRA II A;SARRIS, CLAUDIA MONICA - CHARO, GISELA DANIELA - HERRMANN, GUILLERMO WALTER;Ma;14:00;16:00;TO;30;400;PC
6108;2B;ALGEBRA II A;SARRIS, CLAUDIA MONICA - CHARO, GISELA DANIELA - HERRMANN, GUILLERMO WALTER;Ma;16:00;18:00;PO;30;407;PC
6108;2B;ALGEBRA II A;SARRIS, CLAUDIA MONICA - CHARO, GISELA DANIELA - HERRMANN, GUILLERMO WALTER;Ju;16:00;18:00;PO;30;407;PC
6108;3;ALGEBRA II A;CAMMILLERI, ADA LEONOR - PERALTA, NORA BEATRIZ - FITTIPALDI, MARÍA SOL;Vi;11:00;13:00;PO;30;500;PC
6108;3;ALGEBRA II A;CAMMILLERI, ADA LEONOR - PERALTA, NORA BEATRIZ - FITTIPALDI, MARÍA SOL;Mi;9:00;11:00;TO;30;500;PC
6108;3;ALGEBRA II A;CAMMILLERI, ADA LEONOR - PERALTA, NORA BEATRIZ - FITTIPALDI, MARÍA SOL;Vi;9:00;11:00;TO;30;500;PC
6108;3;ALGEBRA II A;CAMMILLERI, ADA LEONOR - PERALTA, NORA BEATRIZ - FITTIPALDI, MARÍA SOL;Mi;11:00;13:00;PO;30;500;PC
6108;4;ALGEBRA II A;LOPEZ, CLAUDIA ANDREA - ALVAREZ PONTE, LUCIA INES - ROZENWASSER, LAURA - KLINGER, MAGALI SILVINA;Ma;9:00;11:00;PO;42;310;PC
6108;4;ALGEBRA II A;LOPEZ, CLAUDIA ANDREA - ALVAREZ PONTE, LUCIA INES - ROZENWASSER, LAURA - KLINGER, MAGALI SILVINA;Ma;11:00;13:00;TO;42;310;PC
6108;4;ALGEBRA II A;LOPEZ, CLAUDIA ANDREA - ALVAREZ PONTE, LUCIA INES - ROZENWASSER, LAURA - KLINGER, MAGALI SILVINA;Ju;11:00;13:00;TO;42;403;PC
6108;4;ALGEBRA II A;LOPEZ, CLAUDIA ANDREA - ALVAREZ PONTE, LUCIA INES - ROZENWASSER, LAURA - KLINGER, MAGALI SILVINA;Ju;9:00;11:00;PO;42;403;PC
6108;6A;ALGEBRA II A;BOGGI, SILVINA - OLIVA, CARLA MARIANA - PETROVICH, JOSE LUIS ALEJANDRO;Lu;11:00;13:00;PO;37;310;PC
6108;6A;ALGEBRA II A;BOGGI, SILVINA - OLIVA, CARLA MARIANA - PETROVICH, JOSE LUIS ALEJANDRO;Lu;9:00;11:00;TO;37;201;PC
6108;6A;ALGEBRA II A;BOGGI, SILVINA - OLIVA, CARLA MARIANA - PETROVICH, JOSE LUIS ALEJANDRO;Mi;9:00;11:00;TO;37;201;PC
6108;6A;ALGEBRA II A;BOGGI, SILVINA - OLIVA, CARLA MARIANA - PETROVICH, JOSE LUIS ALEJANDRO;Mi;11:00;13:00;PO;37;201;PC
6108;6B;ALGEBRA II A;BOGGI, SILVINA - GARCIA SERRANO, SILVINA AIDA - A DESIGNAR, A DESIGNAR;Lu;9:00;11:00;TO;25;201;PC
6108;6B;ALGEBRA II A;BOGGI, SILVINA - GARCIA SERRANO, SILVINA AIDA - A DESIGNAR, A DESIGNAR;Mi;9:00;11:00;TO;25;201;PC
6108;6B;ALGEBRA II A;BOGGI, SILVINA - GARCIA SERRANO, SILVINA AIDA - A DESIGNAR, A DESIGNAR;Mi;11:00;13:00;PO;25;303;PC
6108;6B;ALGEBRA II A;BOGGI, SILVINA - GARCIA SERRANO, SILVINA AIDA - A DESIGNAR, A DESIGNAR;Lu;11:00;13:00;PO;25;303;PC
6108;7A;ALGEBRA II A;MARTINS, MARCELA - ROZENWASSER, LAURA;Ju;9:00;11:00;TO;26;500;PC
6108;7A;ALGEBRA II A;MARTINS, MARCELA - ROZENWASSER, LAURA;Ju;11:00;13:00;PO;26;500;PC
6108;7A;ALGEBRA II A;MARTINS, MARCELA - ROZENWASSER, LAURA;Ma;11:00;13:00;PO;26;500;PC
6108;7A;ALGEBRA II A;MARTINS, MARCELA - ROZENWASSER, LAURA;Ma;9:00;11:00;TO;26;500;PC
6108;7B;ALGEBRA II A;MARTINS, MARCELA - VALDETTARO, MARCELO ALEJAN - ALVAREZ PONTE, LUCIA INES;Ma;9:00;11:00;TO;26;500;PC
6108;7B;ALGEBRA II A;MARTINS, MARCELA - VALDETTARO, MARCELO ALEJAN - ALVAREZ PONTE, LUCIA INES;Ju;9:00;11:00;TO;26;500;PC
